ticket_id,created_date,priority,ticket_type,category,assigned_team,status,user_satisfaction,resolution_time_hours,resolved_date,sla_breached
TCKT-00495,2025-02-28 12:00:00,Critical,Request,Access Management,L1,In Progress,1,41,,False
TCKT-00644,2025-02-28 18:00:00,Medium,Request,Reporting,L2,Resolved,4,29,2025-03-01 23:00:00,False
TCKT-00839,2025-02-28 18:00:00,Critical,Incident,Sales Tool,L2,Open,4,41,,False
TCKT-01088,2025-03-01 00:00:00,Medium,Incident,CRM,L1,Open,5,16,,False
TCKT-00718,2025-03-01 12:00:00,Medium,Request,Sales Tool,L2,Resolved,3,43,2025-03-03 07:00:00,False
TCKT-00045,2025-03-02 06:00:00,Low,Incident,Reporting,L1,Open,2,4,,False
TCKT-00787,2025-03-02 12:00:00,Low,Incident,CRM,L3,Resolved,3,4,2025-03-02 16:00:00,False
TCKT-00960,2025-03-02 18:00:00,High,Incident,Reporting,L1,Resolved,2,56,2025-03-05 02:00:00,False
TCKT-00302,2025-03-03 06:00:00,Medium,Incident,CRM,L2,Open,3,20,,False
TCKT-00170,2025-03-03 12:00:00,Critical,Incident,B2B App,L1,Open,4,34,,False
TCKT-00380,2025-03-03 12:00:00,High,Incident,CRM,L3,Closed,4,32,2025-03-04 20:00:00,False
TCKT-00714,2025-03-04 00:00:00,High,Incident,Sales Tool,L1,Resolved,5,32,2025-03-05 08:00:00,False
TCKT-00665,2025-03-04 00:00:00,Medium,Request,B2B App,L1,Closed,5,43,2025-03-05 19:00:00,False
TCKT-01189,2025-03-04 06:00:00,Medium,Incident,CRM,L2,Resolved,1,39,2025-03-05 21:00:00,False
TCKT-00637,2025-03-04 06:00:00,Medium,Incident,Access Management,L2,Closed,5,22,2025-03-05 04:00:00,False
TCKT-00286,2025-03-05 00:00:00,Medium,Incident,CRM,L1,Closed,5,36,2025-03-06 12:00:00,False
TCKT-00022,2025-03-05 00:00:00,High,Incident,B2B App,L2,Closed,2,16,2025-03-05 16:00:00,False
TCKT-00210,2025-03-05 06:00:00,High,Incident,Access Management,L1,Closed,1,14,2025-03-05 20:00:00,False
TCKT-00227,2025-03-05 06:00:00,Low,Incident,Access Management,L1,In Progress,1,22,,False
TCKT-00587,2025-03-05 18:00:00,Medium,Incident,CRM,L1,Open,1,31,,False
TCKT-00412,2025-03-06 06:00:00,Low,Request,Sales Tool,L2,Open,5,10,,False
TCKT-00823,2025-03-06 12:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,29,2025-03-07 17:00:00,False
TCKT-00827,2025-03-07 00:00:00,High,Incident,Sales Tool,L1,Closed,1,63,2025-03-09 15:00:00,False
TCKT-01069,2025-03-07 00:00:00,High,Incident,B2B App,L3,Open,3,63,,False
TCKT-00202,2025-03-07 12:00:00,Critical,Incident,B2B App,L2,Resolved,1,88,2025-03-11 04:00:00,True
TCKT-00340,2025-03-07 18:00:00,High,Incident,CRM,L3,Open,3,59,,False
TCKT-00470,2025-03-08 00:00:00,Medium,Request,Reporting,L1,In Progress,1,33,,False
TCKT-00642,2025-03-08 18:00:00,Low,Incident,Reporting,L3,Open,2,8,,False
TCKT-01115,2025-03-08 18:00:00,Medium,Incident,CRM,L1,Closed,2,38,2025-03-10 08:00:00,False
TCKT-00354,2025-03-09 00:00:00,Low,Incident,Reporting,L1,Resolved,5,5,2025-03-09 05:00:00,False
TCKT-00066,2025-03-09 06:00:00,Medium,Incident,Access Management,L1,In Progress,4,38,,False
TCKT-00847,2025-03-09 06:00:00,High,Incident,Reporting,L1,Resolved,4,42,2025-03-11 00:00:00,False
TCKT-01165,2025-03-10 12:00:00,Critical,Request,B2B App,L2,Resolved,4,80,2025-03-13 20:00:00,True
TCKT-00018,2025-03-11 00:00:00,High,Request,Reporting,L1,Closed,2,65,2025-03-13 17:00:00,False
TCKT-00778,2025-03-11 00:00:00,Medium,Incident,Sales Tool,L2,Closed,3,24,2025-03-12 00:00:00,False
TCKT-00456,2025-03-11 12:00:00,Medium,Incident,CRM,L2,Closed,1,17,2025-03-12 05:00:00,False
TCKT-00276,2025-03-11 18:00:00,Low,Incident,Reporting,L1,Open,5,10,,False
TCKT-00177,2025-03-11 18:00:00,Medium,Incident,Reporting,L2,Resolved,3,23,2025-03-12 17:00:00,False
TCKT-00693,2025-03-12 00:00:00,Low,Incident,Access Management,L1,Open,1,7,,False
TCKT-00259,2025-03-12 18:00:00,Medium,Request,B2B App,L1,Open,1,17,,False
TCKT-01002,2025-03-13 00:00:00,Low,Incident,B2B App,L1,Resolved,2,15,2025-03-13 15:00:00,False
TCKT-00977,2025-03-13 00:00:00,Low,Request,Access Management,L3,In Progress,1,8,,False
TCKT-00423,2025-03-13 00:00:00,Medium,Incident,B2B App,L1,Closed,1,23,2025-03-13 23:00:00,False
TCKT-01004,2025-03-13 06:00:00,Low,Incident,Reporting,L1,Resolved,3,19,2025-03-14 01:00:00,False
TCKT-00093,2025-03-14 00:00:00,Low,Incident,Access Management,L1,In Progress,4,15,,False
TCKT-00889,2025-03-14 00:00:00,High,Request,Sales Tool,L2,Closed,2,16,2025-03-14 16:00:00,False
TCKT-00176,2025-03-15 06:00:00,Low,Incident,CRM,L1,Open,1,6,,False
TCKT-00070,2025-03-15 18:00:00,Low,Incident,Sales Tool,L1,Open,2,6,,False
TCKT-01152,2025-03-15 18:00:00,Medium,Incident,Reporting,L3,Resolved,5,8,2025-03-16 02:00:00,False
TCKT-00860,2025-03-15 18:00:00,Low,Incident,Access Management,L3,Resolved,4,19,2025-03-16 13:00:00,False
TCKT-00278,2025-03-17 06:00:00,High,Incident,CRM,L1,Closed,3,40,2025-03-18 22:00:00,False
TCKT-00921,2025-03-17 06:00:00,Low,Request,B2B App,L2,Closed,5,13,2025-03-17 19:00:00,False
TCKT-00730,2025-03-17 12:00:00,Critical,Request,Access Management,L2,Closed,3,32,2025-03-18 20:00:00,False
TCKT-00332,2025-03-18 00:00:00,Low,Incident,Access Management,L2,Resolved,1,21,2025-03-18 21:00:00,False
TCKT-01028,2025-03-20 00:00:00,High,Incident,Sales Tool,L3,Resolved,3,24,2025-03-21 00:00:00,False
TCKT-00956,2025-03-20 00:00:00,Medium,Incident,CRM,L1,Closed,4,25,2025-03-21 01:00:00,False
TCKT-00330,2025-03-20 06:00:00,Critical,Incident,CRM,L1,In Progress,1,74,,True
TCKT-00775,2025-03-20 12:00:00,High,Request,Access Management,L1,Closed,2,15,2025-03-21 03:00:00,False
TCKT-00043,2025-03-20 18:00:00,Low,Incident,B2B App,L3,Closed,1,16,2025-03-21 10:00:00,False
TCKT-00151,2025-03-21 06:00:00,Low,Request,Sales Tool,L1,In Progress,2,10,,False
TCKT-00838,2025-03-21 06:00:00,Critical,Incident,Access Management,L2,Open,5,95,,True
TCKT-00820,2025-03-21 18:00:00,Low,Incident,Access Management,L2,Open,5,20,,False
TCKT-00315,2025-03-22 00:00:00,Medium,Request,Reporting,L2,Resolved,3,36,2025-03-23 12:00:00,False
TCKT-00832,2025-03-22 00:00:00,High,Incident,B2B App,L1,Closed,1,61,2025-03-24 13:00:00,False
TCKT-00905,2025-03-22 18:00:00,Medium,Request,Access Management,L1,Resolved,5,32,2025-03-24 02:00:00,False
TCKT-00808,2025-03-23 06:00:00,High,Incident,CRM,L1,In Progress,5,36,,False
TCKT-00993,2025-03-23 12:00:00,Medium,Request,Reporting,L1,Closed,2,41,2025-03-25 05:00:00,False
TCKT-01031,2025-03-23 18:00:00,Medium,Incident,Access Management,L1,Resolved,1,44,2025-03-25 14:00:00,False
TCKT-00833,2025-03-24 00:00:00,High,Request,Access Management,L2,Resolved,1,41,2025-03-25 17:00:00,False
TCKT-01170,2025-03-24 06:00:00,Medium,Request,B2B App,L2,Resolved,5,39,2025-03-25 21:00:00,False
TCKT-01052,2025-03-24 06:00:00,Critical,Incident,B2B App,L1,Open,1,84,,True
TCKT-00008,2025-03-24 12:00:00,Low,Request,B2B App,L3,Resolved,3,11,2025-03-24 23:00:00,False
TCKT-00840,2025-03-25 06:00:00,Low,Incident,Reporting,L3,Resolved,2,16,2025-03-25 22:00:00,False
TCKT-01191,2025-03-25 12:00:00,Low,Request,B2B App,L1,Closed,1,7,2025-03-25 19:00:00,False
TCKT-00411,2025-03-25 18:00:00,High,Request,Reporting,L1,Closed,5,36,2025-03-27 06:00:00,False
TCKT-00724,2025-03-26 00:00:00,Medium,Request,B2B App,L1,Closed,5,42,2025-03-27 18:00:00,False
TCKT-00197,2025-03-26 06:00:00,Critical,Incident,Access Management,L2,Closed,2,74,2025-03-29 08:00:00,True
TCKT-00072,2025-03-26 06:00:00,High,Incident,CRM,L2,Closed,4,60,2025-03-28 18:00:00,False
TCKT-00234,2025-03-26 06:00:00,Low,Request,B2B App,L2,In Progress,5,24,,False
TCKT-00512,2025-03-26 12:00:00,Low,Request,Sales Tool,L1,Resolved,4,9,2025-03-26 21:00:00,False
TCKT-01173,2025-03-26 12:00:00,Medium,Incident,Sales Tool,L1,Closed,3,33,2025-03-27 21:00:00,False
TCKT-00397,2025-03-27 00:00:00,Low,Request,CRM,L1,In Progress,1,6,,False
TCKT-01109,2025-03-27 06:00:00,High,Request,Sales Tool,L1,Closed,3,31,2025-03-28 13:00:00,False
TCKT-00989,2025-03-27 06:00:00,Medium,Incident,CRM,L2,In Progress,4,47,,False
TCKT-00014,2025-03-27 18:00:00,Medium,Request,B2B App,L1,Resolved,2,29,2025-03-28 23:00:00,False
TCKT-00708,2025-03-28 06:00:00,Low,Request,Reporting,L1,Resolved,5,10,2025-03-28 16:00:00,False
TCKT-00920,2025-03-28 06:00:00,Medium,Request,Reporting,L1,In Progress,2,35,,False
TCKT-00204,2025-03-28 06:00:00,High,Incident,B2B App,L1,Closed,1,35,2025-03-29 17:00:00,False
TCKT-00966,2025-03-28 12:00:00,Medium,Request,Access Management,L1,Resolved,4,46,2025-03-30 10:00:00,False
TCKT-00535,2025-03-28 18:00:00,Low,Incident,Sales Tool,L1,Closed,3,22,2025-03-29 16:00:00,False
TCKT-00720,2025-03-29 06:00:00,Low,Incident,Reporting,L2,Resolved,3,8,2025-03-29 14:00:00,False
TCKT-00782,2025-03-29 06:00:00,Low,Request,B2B App,L1,Resolved,4,19,2025-03-30 01:00:00,False
TCKT-00932,2025-03-30 18:00:00,Medium,Request,Sales Tool,L2,Resolved,5,22,2025-03-31 16:00:00,False
TCKT-00399,2025-03-31 00:00:00,Critical,Request,CRM,L1,Closed,1,95,2025-04-03 23:00:00,True
TCKT-00562,2025-03-31 06:00:00,Medium,Request,Reporting,L2,Open,4,40,,False
TCKT-00691,2025-03-31 18:00:00,Medium,Request,B2B App,L2,Resolved,5,36,2025-04-02 06:00:00,False
TCKT-00922,2025-04-01 12:00:00,Medium,Request,B2B App,L1,Closed,1,40,2025-04-03 04:00:00,False
TCKT-00747,2025-04-01 12:00:00,Critical,Request,Reporting,L3,Closed,5,81,2025-04-04 21:00:00,True
TCKT-01146,2025-04-02 00:00:00,Low,Incident,B2B App,L1,Open,5,12,,False
TCKT-00738,2025-04-02 00:00:00,Low,Request,CRM,L1,Open,4,9,,False
TCKT-00355,2025-04-03 06:00:00,Medium,Request,Sales Tool,L1,In Progress,2,13,,False
TCKT-00950,2025-04-03 12:00:00,Low,Request,Reporting,L1,Resolved,4,18,2025-04-04 06:00:00,False
TCKT-01200,2025-04-03 18:00:00,Medium,Incident,Reporting,L2,Closed,1,19,2025-04-04 13:00:00,False
TCKT-00565,2025-04-04 00:00:00,Critical,Request,Reporting,L1,Resolved,2,48,2025-04-06 00:00:00,False
TCKT-01176,2025-04-04 06:00:00,Medium,Request,CRM,L1,Resolved,4,29,2025-04-05 11:00:00,False
TCKT-00597,2025-04-04 06:00:00,Critical,Incident,Access Management,L2,Closed,2,56,2025-04-06 14:00:00,True
TCKT-00841,2025-04-04 18:00:00,Low,Request,B2B App,L3,Resolved,2,16,2025-04-05 10:00:00,False
TCKT-00094,2025-04-05 12:00:00,High,Request,B2B App,L1,Closed,5,68,2025-04-08 08:00:00,False
TCKT-00418,2025-04-05 18:00:00,High,Incident,B2B App,L1,Closed,5,48,2025-04-07 18:00:00,False
TCKT-00079,2025-04-05 18:00:00,Low,Incident,Access Management,L1,Resolved,3,4,2025-04-05 22:00:00,False
TCKT-00610,2025-04-07 00:00:00,Medium,Request,Sales Tool,L2,Resolved,5,17,2025-04-07 17:00:00,False
TCKT-00166,2025-04-07 00:00:00,Medium,Incident,Sales Tool,L1,Closed,2,11,2025-04-07 11:00:00,False
TCKT-00963,2025-04-07 06:00:00,High,Request,CRM,L2,Open,4,41,,False
TCKT-00016,2025-04-07 06:00:00,Medium,Incident,CRM,L1,Resolved,2,20,2025-04-08 02:00:00,False
TCKT-00534,2025-04-07 12:00:00,Medium,Incident,Reporting,L1,Resolved,2,39,2025-04-09 03:00:00,False
TCKT-00041,2025-04-07 18:00:00,Low,Request,B2B App,L1,Resolved,2,17,2025-04-08 11:00:00,False
TCKT-00645,2025-04-08 00:00:00,High,Request,Access Management,L1,Closed,1,29,2025-04-09 05:00:00,False
TCKT-00585,2025-04-08 06:00:00,Medium,Incident,CRM,L2,Closed,1,23,2025-04-09 05:00:00,False
TCKT-01190,2025-04-08 12:00:00,High,Incident,Sales Tool,L1,Resolved,4,48,2025-04-10 12:00:00,False
TCKT-00877,2025-04-08 12:00:00,Low,Incident,Sales Tool,L2,Open,5,15,,False
TCKT-00091,2025-04-08 18:00:00,High,Incident,Reporting,L3,Resolved,2,46,2025-04-10 16:00:00,False
TCKT-00120,2025-04-09 00:00:00,High,Request,Access Management,L1,In Progress,1,56,,False
TCKT-00923,2025-04-09 18:00:00,Medium,Incident,Access Management,L1,Resolved,1,21,2025-04-10 15:00:00,False
TCKT-01068,2025-04-09 18:00:00,Low,Request,Sales Tool,L2,Closed,5,19,2025-04-10 13:00:00,False
TCKT-00467,2025-04-09 18:00:00,Low,Incident,CRM,L1,Resolved,2,23,2025-04-10 17:00:00,False
TCKT-00479,2025-04-09 18:00:00,Medium,Request,B2B App,L1,Closed,4,9,2025-04-10 03:00:00,False
TCKT-00424,2025-04-10 00:00:00,Medium,Incident,Reporting,L1,Closed,5,24,2025-04-11 00:00:00,False
TCKT-00463,2025-04-10 00:00:00,Medium,Incident,CRM,L2,Closed,4,13,2025-04-10 13:00:00,False
TCKT-00240,2025-04-10 06:00:00,Medium,Incident,Reporting,L1,Resolved,4,43,2025-04-12 01:00:00,False
TCKT-00490,2025-04-10 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,5,46,2025-04-12 04:00:00,False
TCKT-00117,2025-04-10 06:00:00,Medium,Incident,Sales Tool,L1,In Progress,4,23,,False
TCKT-00317,2025-04-10 18:00:00,High,Incident,Sales Tool,L2,Resolved,2,52,2025-04-12 22:00:00,False
TCKT-01186,2025-04-11 00:00:00,Low,Incident,Reporting,L1,Open,5,14,,False
TCKT-00648,2025-04-11 00:00:00,High,Request,Reporting,L1,Resolved,3,61,2025-04-13 13:00:00,False
TCKT-00174,2025-04-11 00:00:00,High,Incident,Reporting,L1,Open,3,42,,False
TCKT-00243,2025-04-11 00:00:00,Low,Incident,B2B App,L2,Resolved,3,16,2025-04-11 16:00:00,False
TCKT-00061,2025-04-11 06:00:00,Low,Incident,Reporting,L2,Open,1,12,,False
TCKT-00859,2025-04-11 06:00:00,Medium,Request,Reporting,L2,Closed,5,16,2025-04-11 22:00:00,False
TCKT-00190,2025-04-11 12:00:00,Low,Incident,Access Management,L2,In Progress,3,9,,False
TCKT-00220,2025-04-11 18:00:00,Low,Incident,Access Management,L1,Resolved,3,16,2025-04-12 10:00:00,False
TCKT-00611,2025-04-12 00:00:00,Low,Incident,Reporting,L1,Open,1,23,,False
TCKT-01141,2025-04-12 06:00:00,Low,Incident,Reporting,L1,Closed,1,13,2025-04-12 19:00:00,False
TCKT-00106,2025-04-12 12:00:00,Low,Incident,B2B App,L1,Resolved,1,6,2025-04-12 18:00:00,False
TCKT-00308,2025-04-12 18:00:00,Critical,Request,B2B App,L2,Resolved,1,31,2025-04-14 01:00:00,False
TCKT-00441,2025-04-14 00:00:00,Medium,Request,B2B App,L2,Closed,4,36,2025-04-15 12:00:00,False
TCKT-00965,2025-04-15 06:00:00,Low,Request,Sales Tool,L2,Closed,2,4,2025-04-15 10:00:00,False
TCKT-00436,2025-04-15 06:00:00,Low,Incident,Access Management,L1,Resolved,4,5,2025-04-15 11:00:00,False
TCKT-00092,2025-04-15 12:00:00,Low,Incident,Reporting,L1,Closed,3,14,2025-04-16 02:00:00,False
TCKT-00945,2025-04-15 18:00:00,High,Incident,Sales Tool,L1,Resolved,5,70,2025-04-18 16:00:00,False
TCKT-00882,2025-04-15 18:00:00,Medium,Incident,CRM,L1,Closed,4,30,2025-04-17 00:00:00,False
TCKT-00863,2025-04-16 06:00:00,Critical,Incident,CRM,L1,Resolved,4,63,2025-04-18 21:00:00,True
TCKT-00772,2025-04-17 00:00:00,Low,Incident,Sales Tool,L1,Resolved,4,13,2025-04-17 13:00:00,False
TCKT-01003,2025-04-18 00:00:00,Medium,Incident,CRM,L2,Resolved,5,22,2025-04-18 22:00:00,False
TCKT-00396,2025-04-18 18:00:00,Low,Incident,Access Management,L1,Open,3,18,,False
TCKT-00997,2025-04-19 12:00:00,Low,Incident,Access Management,L1,Open,3,4,,False
TCKT-00655,2025-04-19 12:00:00,Critical,Request,Sales Tool,L1,Closed,4,60,2025-04-22 00:00:00,True
TCKT-00663,2025-04-19 12:00:00,High,Request,Access Management,L1,Resolved,3,71,2025-04-22 11:00:00,False
TCKT-00639,2025-04-20 06:00:00,High,Incident,Access Management,L2,Resolved,3,18,2025-04-21 00:00:00,False
TCKT-00255,2025-04-20 06:00:00,High,Request,Sales Tool,L2,Resolved,3,52,2025-04-22 10:00:00,False
TCKT-00405,2025-04-21 06:00:00,Medium,Request,Access Management,L3,Closed,1,35,2025-04-22 17:00:00,False
TCKT-00155,2025-04-21 06:00:00,Medium,Request,B2B App,L1,Resolved,3,14,2025-04-21 20:00:00,False
TCKT-01092,2025-04-21 06:00:00,Low,Request,CRM,L1,Closed,3,8,2025-04-21 14:00:00,False
TCKT-01030,2025-04-21 12:00:00,Medium,Request,CRM,L1,Open,1,28,,False
TCKT-00337,2025-04-21 18:00:00,Medium,Incident,Reporting,L2,Closed,4,36,2025-04-23 06:00:00,False
TCKT-00518,2025-04-22 00:00:00,Critical,Incident,B2B App,L1,Closed,2,82,2025-04-25 10:00:00,True
TCKT-00468,2025-04-22 00:00:00,Medium,Request,CRM,L1,Resolved,1,17,2025-04-22 17:00:00,False
TCKT-00664,2025-04-22 12:00:00,Low,Incident,Access Management,L1,Resolved,1,21,2025-04-23 09:00:00,False
TCKT-00630,2025-04-23 00:00:00,Medium,Incident,Reporting,L1,Resolved,2,22,2025-04-23 22:00:00,False
TCKT-00589,2025-04-23 06:00:00,Medium,Request,CRM,L2,Resolved,1,36,2025-04-24 18:00:00,False
TCKT-01043,2025-04-23 18:00:00,Medium,Request,Sales Tool,L1,In Progress,2,22,,False
TCKT-00211,2025-04-24 00:00:00,Medium,Incident,CRM,L3,Resolved,2,22,2025-04-24 22:00:00,False
TCKT-00262,2025-04-24 00:00:00,Low,Incident,Access Management,L1,Closed,1,5,2025-04-24 05:00:00,False
TCKT-00392,2025-04-24 00:00:00,Medium,Request,Access Management,L1,Resolved,2,33,2025-04-25 09:00:00,False
TCKT-00471,2025-04-24 12:00:00,Medium,Incident,B2B App,L1,Resolved,2,19,2025-04-25 07:00:00,False
TCKT-01117,2025-04-24 12:00:00,Medium,Incident,B2B App,L1,Open,1,24,,False
TCKT-00530,2025-04-24 18:00:00,Medium,Incident,CRM,L3,In Progress,2,32,,False
TCKT-00068,2025-04-24 18:00:00,Low,Incident,B2B App,L1,Open,1,21,,False
TCKT-00446,2025-04-25 00:00:00,High,Request,Sales Tool,L2,Resolved,2,20,2025-04-25 20:00:00,False
TCKT-00625,2025-04-25 00:00:00,Medium,Incident,CRM,L1,Resolved,2,19,2025-04-25 19:00:00,False
TCKT-00247,2025-04-25 18:00:00,Low,Request,CRM,L1,Resolved,2,22,2025-04-26 16:00:00,False
TCKT-00020,2025-04-25 18:00:00,Low,Incident,Sales Tool,L2,In Progress,1,4,,False
TCKT-00580,2025-04-26 00:00:00,Low,Request,Sales Tool,L1,Open,5,21,,False
TCKT-00186,2025-04-26 18:00:00,Low,Incident,B2B App,L1,Closed,3,6,2025-04-27 00:00:00,False
TCKT-01179,2025-04-27 06:00:00,Critical,Request,CRM,L1,In Progress,3,58,,True
TCKT-00007,2025-04-27 12:00:00,Low,Request,Access Management,L1,Resolved,1,19,2025-04-28 07:00:00,False
TCKT-00794,2025-04-27 18:00:00,Low,Incident,Sales Tool,L2,Resolved,2,5,2025-04-27 23:00:00,False
TCKT-01046,2025-04-28 00:00:00,Low,Request,Reporting,L1,Resolved,3,20,2025-04-28 20:00:00,False
TCKT-00249,2025-04-28 06:00:00,Low,Request,Sales Tool,L2,Closed,3,9,2025-04-28 15:00:00,False
TCKT-00320,2025-04-28 12:00:00,Medium,Incident,Access Management,L1,In Progress,3,28,,False
TCKT-00556,2025-04-28 12:00:00,Medium,Request,Sales Tool,L2,Resolved,3,25,2025-04-29 13:00:00,False
TCKT-01066,2025-04-28 12:00:00,Low,Incident,Access Management,L1,Resolved,3,7,2025-04-28 19:00:00,False
TCKT-00200,2025-04-29 00:00:00,Medium,Incident,Access Management,L2,Open,3,20,,False
TCKT-00395,2025-04-29 06:00:00,Medium,Request,Sales Tool,L2,Resolved,2,44,2025-05-01 02:00:00,False
TCKT-00735,2025-04-29 06:00:00,High,Incident,CRM,L1,Resolved,4,12,2025-04-29 18:00:00,False
TCKT-00964,2025-04-29 12:00:00,High,Incident,Access Management,L1,Resolved,1,37,2025-05-01 01:00:00,False
TCKT-00025,2025-04-29 12:00:00,Medium,Request,Reporting,L1,Resolved,4,17,2025-04-30 05:00:00,False
TCKT-00614,2025-04-29 18:00:00,Medium,Incident,B2B App,L2,Open,4,23,,False
TCKT-00529,2025-04-29 18:00:00,Low,Incident,Reporting,L2,Closed,3,9,2025-04-30 03:00:00,False
TCKT-00990,2025-04-29 18:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,36,2025-05-01 06:00:00,False
TCKT-00271,2025-04-30 00:00:00,Low,Request,Access Management,L3,Resolved,1,9,2025-04-30 09:00:00,False
TCKT-00880,2025-04-30 06:00:00,Critical,Request,Access Management,L1,Resolved,2,91,2025-05-04 01:00:00,True
TCKT-01147,2025-05-01 06:00:00,High,Request,Reporting,L1,Resolved,3,67,2025-05-04 01:00:00,False
TCKT-00129,2025-05-02 00:00:00,High,Incident,Access Management,L2,Resolved,5,30,2025-05-03 06:00:00,False
TCKT-00751,2025-05-02 00:00:00,Medium,Incident,B2B App,L1,Resolved,3,10,2025-05-02 10:00:00,False
TCKT-00374,2025-05-02 18:00:00,Low,Incident,Sales Tool,L2,Open,5,15,,False
TCKT-00632,2025-05-02 18:00:00,Medium,Incident,CRM,L1,In Progress,1,33,,False
TCKT-00194,2025-05-03 00:00:00,Critical,Incident,CRM,L2,Resolved,1,44,2025-05-04 20:00:00,False
TCKT-01181,2025-05-03 00:00:00,High,Request,Access Management,L3,Resolved,1,14,2025-05-03 14:00:00,False
TCKT-00299,2025-05-03 06:00:00,Medium,Incident,B2B App,L1,Closed,5,16,2025-05-03 22:00:00,False
TCKT-01042,2025-05-03 12:00:00,Low,Incident,Access Management,L1,Resolved,1,10,2025-05-03 22:00:00,False
TCKT-00502,2025-05-03 18:00:00,High,Incident,Reporting,L2,Resolved,1,15,2025-05-04 09:00:00,False
TCKT-00080,2025-05-04 00:00:00,Medium,Incident,B2B App,L1,Closed,1,46,2025-05-05 22:00:00,False
TCKT-01089,2025-05-04 06:00:00,Low,Request,B2B App,L1,In Progress,5,24,,False
TCKT-00277,2025-05-05 00:00:00,Medium,Request,Sales Tool,L1,Resolved,4,43,2025-05-06 19:00:00,False
TCKT-00413,2025-05-05 00:00:00,Medium,Request,Sales Tool,L2,Resolved,1,30,2025-05-06 06:00:00,False
TCKT-00426,2025-05-05 12:00:00,High,Incident,B2B App,L1,Resolved,2,69,2025-05-08 09:00:00,False
TCKT-00513,2025-05-05 18:00:00,Medium,Incident,CRM,L1,Closed,5,12,2025-05-06 06:00:00,False
TCKT-01013,2025-05-06 06:00:00,Low,Incident,Sales Tool,L2,Open,3,24,,False
TCKT-00576,2025-05-06 06:00:00,Low,Request,Access Management,L3,Open,1,13,,False
TCKT-00871,2025-05-06 12:00:00,Low,Incident,Access Management,L1,In Progress,4,23,,False
TCKT-00115,2025-05-06 12:00:00,Medium,Incident,Access Management,L1,Open,3,9,,False
TCKT-00105,2025-05-06 12:00:00,Medium,Incident,Sales Tool,L1,Resolved,2,8,2025-05-06 20:00:00,False
TCKT-00800,2025-05-06 18:00:00,Low,Request,Sales Tool,L2,In Progress,1,20,,False
TCKT-00537,2025-05-07 00:00:00,Low,Incident,CRM,L1,Resolved,3,6,2025-05-07 06:00:00,False
TCKT-00051,2025-05-08 00:00:00,Medium,Incident,Access Management,L2,Closed,1,48,2025-05-10 00:00:00,False
TCKT-00229,2025-05-08 06:00:00,Medium,Incident,B2B App,L2,Open,3,43,,False
TCKT-00027,2025-05-08 12:00:00,High,Request,Access Management,L3,In Progress,5,57,,False
TCKT-00514,2025-05-08 12:00:00,High,Incident,Reporting,L3,In Progress,1,16,,False
TCKT-00609,2025-05-08 12:00:00,Low,Request,Sales Tool,L1,Closed,4,10,2025-05-08 22:00:00,False
TCKT-00316,2025-05-08 18:00:00,High,Request,Access Management,L2,In Progress,2,42,,False
TCKT-00369,2025-05-09 00:00:00,High,Request,Access Management,L1,Resolved,3,31,2025-05-10 07:00:00,False
TCKT-00844,2025-05-09 00:00:00,High,Request,B2B App,L1,In Progress,3,23,,False
TCKT-01060,2025-05-09 06:00:00,Low,Incident,CRM,L3,Closed,1,23,2025-05-10 05:00:00,False
TCKT-00408,2025-05-09 18:00:00,Low,Request,B2B App,L3,Open,2,11,,False
TCKT-00780,2025-05-09 18:00:00,Medium,Request,Sales Tool,L3,In Progress,2,28,,False
TCKT-00892,2025-05-10 00:00:00,Medium,Incident,Reporting,L3,Resolved,2,39,2025-05-11 15:00:00,False
TCKT-00613,2025-05-10 06:00:00,Critical,Incident,Reporting,L1,Closed,4,79,2025-05-13 13:00:00,True
TCKT-00273,2025-05-10 06:00:00,High,Incident,CRM,L3,Resolved,4,13,2025-05-10 19:00:00,False
TCKT-00085,2025-05-11 00:00:00,Low,Request,Reporting,L3,Open,1,5,,False
TCKT-01086,2025-05-11 00:00:00,Low,Request,Access Management,L2,Resolved,2,24,2025-05-12 00:00:00,False
TCKT-00401,2025-05-11 06:00:00,Critical,Request,B2B App,L2,Closed,5,48,2025-05-13 06:00:00,False
TCKT-00707,2025-05-11 18:00:00,Medium,Incident,Access Management,L1,Closed,4,26,2025-05-12 20:00:00,False
TCKT-01164,2025-05-11 18:00:00,Low,Incident,B2B App,L2,Resolved,4,14,2025-05-12 08:00:00,False
TCKT-00135,2025-05-12 00:00:00,Low,Incident,B2B App,L1,In Progress,4,16,,False
TCKT-00309,2025-05-12 00:00:00,Medium,Request,Reporting,L1,Closed,2,39,2025-05-13 15:00:00,False
TCKT-00734,2025-05-12 06:00:00,Medium,Incident,Access Management,L2,Resolved,1,19,2025-05-13 01:00:00,False
TCKT-00740,2025-05-12 06:00:00,High,Request,B2B App,L1,Closed,4,27,2025-05-13 09:00:00,False
TCKT-01085,2025-05-12 06:00:00,Low,Request,B2B App,L1,Resolved,5,12,2025-05-12 18:00:00,False
TCKT-00813,2025-05-13 18:00:00,Low,Incident,Sales Tool,L2,Resolved,3,8,2025-05-14 02:00:00,False
